Id,SystemId,Title,Genre, CoverURL, Upc
9639,NES,RC Pro-AM II,Racing
34135,NES,ROB the Robot,Accessories
9615,NES,Race America,Racing
30824,NES,Racermate Challenge II,Action & Adventure
12376,NES,Racket Attack,Sports
12378,NES,Rad Racer,Racing
12379,NES,Rad Racer II,Racing
38037,NES,Rad Racer [5 Screw],Racing
30982,NES,Rad Racket: Deluxe Tennis II,Sports
12380,NES,Raid 2020,Action & Adventure
12381,NES,Raid on Bungeling Bay,Action & Adventure
38025,NES,Raid on Bungeling Bay [5 Screw],Action & Adventure
12382,NES,Rainbow Islands,Action & Adventure
12383,NES,Rally Bike,Racing
12384,NES,Rambo,Action & Adventure
12385,NES,Rampage,Action & Adventure
9624,NES,Rampart,Racing
12387,NES,Renegade,Action & Adventure
12388,NES,Rescue the Embassy Mission,Action & Adventure
12389,NES,Ring King,Action & Adventure
38026,NES,Ring King [5 Screw],Sports
12390,NES,River City Ransom,Action & Adventure
12391,NES,Road Runner,Action & Adventure
12392,NES,RoadBlasters,Action & Adventure
9669,NES,Robin Hood Prince of Thieves,Action & Adventure
12393,NES,Robo Warrior,Action & Adventure
9671,NES,RoboCop 2,Action & Adventure
12394,NES,Robocop,Action & Adventure
9673,NES,Robocop 3,Action & Adventure
16141,NES,Robodemons,Action & Adventure
12395,NES,Rock 'n Ball,Action & Adventure
12396,NES,Rocket Ranger,Action & Adventure
9678,NES,Rockin' Kats,Action & Adventure
9681,NES,Roger Clemens' MVP Baseball,Baseball
12397,NES,Roller Games,Sports
12398,NES,Rollerball,Action & Adventure
9682,NES,Rollerblade Racer,Sports
12399,NES,Rolling Thunder,Action & Adventure
12400,NES,Romance of the Three Kingdoms,Strategy
12401,NES,Romance of the Three Kingdoms II,Strategy
9687,NES,Roundball 2-on-2 Challenge,Basketball
12402,NES,Rush'n Attack,Action & Adventure
38004,NES,Rush'n Attack [5 Screw],Action & Adventure
12403,NES,Rygar,Action & Adventure
38012,NES,Rygar [5 Screw],Action & Adventure
9697,NES,SCAT Special Cybernetic Attack Team,Action & Adventure
12404,NES,Secret Scout,Action & Adventure
12405,NES,Section Z,Action & Adventure
38013,NES,Section-Z [5 Screw],Action & Adventure
12406,NES,Seicross,Action & Adventure
13827,NES,Sesame Street 123,Other
12408,NES,Sesame Street ABC,Other
9720,NES,Sesame Street ABC and 123,Other
12409,NES,Sesame Street Big Bird's Hide and Speak,Other
9721,NES,Sesame Street Countdown,Other
12410,NES,Shadow of the Ninja,Action & Adventure
12411,NES,Shadowgate,Action & Adventure
40395,NES,Sharp Nintendo NES TV,Systems
9729,NES,Shatterhand,Action & Adventure
12412,NES,Shingen the Ruler,Action & Adventure
12413,NES,Shinobi,Action & Adventure
12414,NES,Shockwave,Action & Adventure
12415,NES,Shooting Range,Other
12416,NES,Short Order/Eggsplode,Action & Adventure
12417,NES,Side Pocket,Sports
12418,NES,Silent Assault,Action & Adventure
12419,NES,Silent Service,Action & Adventure
12420,NES,Silk Worm,Action & Adventure
12421,NES,Silver Surfer,Action & Adventure
12422,NES,Skate or Die,Extreme Sports
12423,NES,Skate or Die 2,Extreme Sports
12424,NES,Ski or Die,Extreme Sports
12425,NES,Skull and Crossbones,Action & Adventure
12426,NES,Sky Kid,Action & Adventure
38027,NES,Sky Kid [5 Screw],Action & Adventure
12427,NES,Sky Shark,Action & Adventure
12428,NES,Slalom,Sports
38019,NES,Slalom [5 Screw],Sports
9764,NES,Smash TV,Action & Adventure
12429,NES,Snake Rattle n Roll,Action & Adventure
9765,NES,Snake's Revenge,Action & Adventure
12430,NES,Snoopy Silly Sports,Sports
9768,NES,Snow Brothers,Puzzle
12007,NES,Soccer,Soccer
38002,NES,Soccer [5 Screw],Soccer
12431,NES,Solar Jetman,Action & Adventure
12432,NES,Solitaire,Other
12008,NES,Solomon's Key,Action & Adventure
38014,NES,Solomon's Key [5 Screw],Action & Adventure
9776,NES,Solstice,Puzzle
9803,NES,Space Shuttle,Other
12434,NES,Spelunker,Action & Adventure
38028,NES,Spelunker [5 Screw],Action & Adventure
10594,NES,Spiderman Return of the Sinister Six,Action & Adventure
12436,NES,Spiritual Warfare,Action & Adventure
9830,NES,Spot,Strategy
12437,NES,Spy Hunter,Action & Adventure
38029,NES,Spy Hunter [5 Screw],Racing
9832,NES,Spy vs. Spy,Action & Adventure
12438,NES,Sqoon,Action & Adventure
16127,NES,Stack Up,Other
9839,NES,Stanley The Search for Dr Livingston,Action & Adventure
12439,NES,Star Force,Action & Adventure
38042,NES,Star Force [5 Screw],Action & Adventure
12009,NES,Star Soldier,Other
9842,NES,Star Trek 25th Anniversary,Action & Adventure
9847,NES,Star Trek The Next Generation,Action & Adventure
9848,NES,Star Tropics,Strategy
10238,NES,Star Tropics II: Zoda's Revenge,RPG
12440,NES,Star Voyager,Action & Adventure
38031,NES,Star Voyager [5 Screw],Action & Adventure
9849,NES,Star Wars,Action & Adventure
9857,NES,Star Wars The Empire Strikes Back,Action & Adventure
12441,NES,Starship Hector,Action & Adventure
18720,NES,Stealth,Other
12443,NES,Stinger,Action & Adventure
12444,NES,Street Cop,Action & Adventure
12445,NES,Street Fighter 2010 the Final Fight,Fighting
12446,NES,Strider,Action & Adventure
12447,NES,Stunt Kids,Action & Adventure
19476,NES,Sunday Funday,Action & Adventure
9883,NES,Super C,Other
12448,NES,Super Cars,Racing
12449,NES,Super Dodge Ball,Sports
12450,NES,Super Glove Ball,Sports
9889,NES,Super Mario Bros,Action & Adventure
12010,NES,Super Mario Bros 2,Action & Adventure
9891,NES,Super Mario Bros 3,Action & Adventure
12452,NES,Super Mario Bros Duck Hunt World Class Track Meet,Action & Adventure
37981,NES,Super Mario Bros [5 Screw],Action & Adventure
12451,NES,Super Mario Bros and Duck Hunt,Action & Adventure
12453,NES,Super Off Road,Racing
12454,NES,Super Pitfall,Action & Adventure
38043,NES,Super Pitfall [5 Screw],Action & Adventure
9898,NES,Super Spike Volleyball,Sports
12455,NES,Super Spike Volleyball and World Cup Soccer,Sports
12456,NES,Super Sprint,Racing
9899,NES,Super Spy Hunter,Racing
12457,NES,Super Team Games,Sports
12458,NES,Superman,Action & Adventure
9913,NES,Swamp Thing,Action & Adventure
19306,NES,Sword Master,Action & Adventure
12459,NES,Swords and Serpents,Action & Adventure
12462,NES,Taboo the Sixth Sense,Action & Adventure
12463,NES,Tag Team Wrestling,Wrestling
37994,NES,Tag Team Wrestling [5 Screw],Wrestling
30846,NES,Tagin' Dragon,Action & Adventure
12162,NES,TaleSpin,Action & Adventure
12465,NES,Talking Super Jeopardy,Other
12466,NES,Target Renegade,Action & Adventure
12467,NES,Tecmo Baseball,Baseball
9929,NES,Tecmo Bowl,Football
9930,NES,Tecmo Cup Soccer,Soccer
9931,NES,Tecmo NBA Basketball,Basketball
9934,NES,Tecmo Super Bowl,Football
9938,NES,Tecmo World Wrestling,Wrestling
9941,NES,Teenage Mutant Ninja Turtles,Action & Adventure
12468,NES,Teenage Mutant Ninja Turtles II,Action & Adventure
9942,NES,Teenage Mutant Ninja Turtles III The Manhattan Project,Action & Adventure
9944,NES,Teenage Mutant Ninja Turtles Tournament Fighters,Fighting
12011,NES,Tennis,Sports
37982,NES,Tennis [5 Screw],Sports
9951,NES,Terminator,Action & Adventure
9953,NES,Terminator 2 Judgment Day,Action & Adventure
12469,NES,Terra Cresta,Action & Adventure
9964,NES,Tetris,Puzzle
9966,NES,Tetris 2,Puzzle
12595,NES,Tetris [Tengen],Puzzle
8471,NES,The Adventures of Rocky and Bullwinkle and Friends,Action & Adventure
12471,NES,The Goonies II,Action & Adventure
38040,NES,The Goonies II [5 Screw],Action & Adventure
12472,NES,The Guardian Legend,Action & Adventure
9990,NES,The Jungle Book,Action & Adventure
12474,NES,The Karate Kid,Action & Adventure
12475,NES,The Last Ninja,Action & Adventure
12477,NES,The Mafat Conspiracy,Action & Adventure
12478,NES,The Magic of Scheherazade,Action & Adventure
9997,NES,The Punisher,Action & Adventure
9648,NES,The Ren and Stimpy Show Buckeroos,Action & Adventure
9677,NES,The Rocketeer,Action & Adventure
12479,NES,The Simpsons Bart vs the Space Mutants,Action & Adventure
12197,NES,The Simpsons Bart vs the World,Action & Adventure
9751,NES,The Simpsons Bartman Meets Radioactive Man,Action & Adventure
12480,NES,The Three Stooges,Action & Adventure
12482,NES,The Uncanny X-Men,Action & Adventure
10096,NES,The Untouchables,Action & Adventure
12484,NES,Thunder and Lightning,Action & Adventure
12485,NES,Thunderbirds,Action & Adventure
12486,NES,Thundercade,Action & Adventure
12487,NES,Tiger-Heli,Other
38033,NES,Tiger-Heli [5 Screw],Action & Adventure
12488,NES,Tiles of Fate,Puzzle
12489,NES,Time Lord,Action & Adventure
10020,NES,Times of Lore,RPG
10021,NES,Tiny Toon Adventures,Action & Adventure
10022,NES,Tiny Toon Adventures 2 Trouble in Wackyland,Action & Adventure
10024,NES,Tiny Toon Adventures Cartoon Workshop,Action & Adventure
12490,NES,To the Earth,Action & Adventure
12491,NES,Toki,Action & Adventure
10035,NES,Tom and Jerry,Action & Adventure
12492,NES,Tombs and Treasure,Action & Adventure
12493,NES,Toobin',Action & Adventure
12494,NES,Top Gun,Action & Adventure
10052,NES,Top Gun The Second Mission,Other
38044,NES,Top Gun [5 Screw],Action & Adventure
13883,NES,Top Loading Nintendo NES Console,Systems
12495,NES,Top Players Tennis,Sports
10053,NES,Total Recall,Action & Adventure
12496,NES,Totally Rad,Racing
12497,NES,Touchdown Fever,Football
12483,NES,Town & Country II: Thrilla's Surfari,Action & Adventure
12461,NES,Town & Country Surf Designs: Wood and Water Rage,Sports
10056,NES,Toxic Crusaders,Action & Adventure
12498,NES,Track and Field,Sports
12499,NES,Track and Field II,Sports
38005,NES,Track and Field [5 Screw],Sports
10064,NES,Treasure Master,Action & Adventure
10068,NES,Trog,Action & Adventure
12500,NES,Trojan,Action & Adventure
38000,NES,Trojan [5 Screw],Action & Adventure
12501,NES,Trolls on Treasure Island,Action & Adventure
12502,NES,Twin Cobra,Action & Adventure
12503,NES,Twin Eagle,Action & Adventure
54274,NES,UForce,Controllers
12504,NES,Ultima Exodus,RPG
12505,NES,Ultima Quest of the Avatar,RPG
10080,NES,Ultima Warriors of Destiny,RPG
10081,NES,Ultimate Air Combat,Action & Adventure
12506,NES,Ultimate Basketball,Basketball
12507,NES,Ultimate League Soccer,Soccer
12481,NES,Ultimate Stuntman,Action & Adventure
10090,NES,Uncharted Waters,Strategy
10091,NES,Uninvited,Action & Adventure
12012,NES,Urban Champion,Action & Adventure
37989,NES,Urban Champion [5 Screw],Action & Adventure
12508,NES,Vegas Dream,Other
12509,NES,Venice Beach Volleyball,Sports
12510,NES,Vice Project Doom,Action & Adventure
10105,NES,Videomation,Other
12511,NES,Vindicators,Action & Adventure
12013,NES,Volleyball,Sports
38003,NES,Volleyball [5 Screw],Sports
12512,NES,WCW World Championship Wrestling,Wrestling
10214,NES,WWF King of the Ring,Wrestling
10221,NES,WWF Wrestlemania,Wrestling
13833,NES,WWF Wrestlemania Challenge,Wrestling
10218,NES,WWF Wrestlemania Steel Cage Challenge,Wrestling
10132,NES,Wacky Races,Racing
10133,NES,Wall Street Kid,Strategy
12513,NES,Wally Bear and the No Gang,Action & Adventure
10138,NES,Wario's Woods,Puzzle
12514,NES,Wayne Gretzky Hockey,Sports
10146,NES,Wayne's World,Action & Adventure
12515,NES,Werewolf,Action & Adventure
12517,NES,Wheel of Fortune,Other
12516,NES,Wheel of Fortune Family Edition,Other
10149,NES,Wheel of Fortune Featuring Vanna White,Other
12518,NES,Wheel of Fortune Junior Edition,Other
10152,NES,Where in Time is Carmen Sandiego,Action & Adventure
12519,NES,Where's Waldo,Other
12520,NES,Who Framed Roger Rabbit,Action & Adventure
12521,NES,Whomp 'Em,Action & Adventure
10154,NES,Widget,Action & Adventure
12522,NES,Wild Gunman,Other
37974,NES,Wild Gunman [5 Screw],Action & Adventure
12523,NES,Willow,Action & Adventure
12524,NES,Win Lose or Draw,Other
12525,NES,Winter Games,Sports
38034,NES,Winter Games [5 Screw],Sports
10166,NES,Wizardry: Knight of Diamonds Second Scenario,RPG
19592,NES,Wizardry: Proving Grounds of the Mad Overlord,RPG
12528,NES,Wizards and Warriors,RPG
10167,NES,Wizards and Warriors III Kuros Visions of Power,Action & Adventure
38046,NES,Wizards and Warriors [5 Screw],Action & Adventure
10169,NES,Wolverine,Action & Adventure
10172,NES,World Champ,Sports
12530,NES,World Class Track Meet,Sports
12532,NES,World Games,Sports
12533,NES,Wrath of the Black Manta,Action & Adventure
12014,NES,Wrecking Crew,Action & Adventure
37975,NES,Wrecking Crew [5 Screw],Action & Adventure
10208,NES,Wurm Journey to the Center of the Earth,Action & Adventure
12534,NES,Xenophobe,Action & Adventure
12015,NES,Xevious,Action & Adventure
12535,NES,Xexyz,Action & Adventure
12536,NES,Yo Noid,Action & Adventure
10228,NES,Yoshi,Puzzle
10229,NES,Yoshi's Cookie,Puzzle
10230,NES,Young Indiana Jones Chronicles,Action & Adventure
12016,NES,Zanac,Action & Adventure
38038,NES,Zanac [5 Screw],Action & Adventure
13716,NES,Zapper Light Gun,Controllers
10234,NES,Zelda II The Adventure of Link,RPG
38510,NES,Zelda II The Adventure of Link [Gray Cart],Action & Adventure
20786,NES,Zelda Test Cartridge,Other
10236,NES,Zen Intergalactic Ninja,Action & Adventure
10239,NES,Zombie Nation,Other
